rMSE_lipid,coef_lipid,rMSE_iron,coef_iron,rMSE_lipid_iron,coef_lipid_iron,rMSE_ipid_iron_interaction,coef_lipid_iron_interaction,k-fold
2.247003053944413,[5.87657369],0.4557145315845456,[7.83826645],0.5551394202081131,[6.64034554 7.92413298],0.4972463247192547,[ 14.00715387  15.77069678 -44.78959839],1
1.5576584351512677,[3.07278426],0.6729726521469239,[8.22060286],0.5009510054391897,[3.07278426 8.22060286],0.23763931060450497,[ 12.52554156  13.3105491  -29.0854071 ],2
1.177496127811448,[2.91324356],0.4955830318686426,[8.01617513],0.60041073405262,[6.20278665 8.22385772],0.6528454499907008,[ 14.42159182  13.70036116 -30.60001925],3
1.660662780924918,[4.12834174],0.7116372052971054,[8.5282074],0.6346908753040854,[4.12834174 8.5282074 ],0.5952916128141796,[ 11.58118834  13.35875613 -27.60313557],4
